PLZ Katalog Schweiz;;;;;
Land;Kanton;PLZ;Zusatzziffer;Gemeinde;Ort
Schweiz;FR;1734;0;Tentlingen;Tentlingen
Schweiz;FR;3182;0;Ueberstorf;Ueberstorf
Schweiz;FR;3175;0;Wünnewil-Flamatt;Flamatt
Schweiz;FR;3184;0;Wünnewil-Flamatt;Wünnewil
Schweiz;FR;1616;0;Attalens;Attalens
Schweiz;FR;1617;2;Attalens;Tatroz
Schweiz;FR;1615;0;Bossonnens;Bossonnens
Schweiz;FR;1618;0;Châtel-Saint-Denis;Châtel-St-Denis
Schweiz;FR;1619;0;Châtel-Saint-Denis;Les Paccots
Schweiz;FR;1614;0;Granges (Veveyse);Granges (Veveyse)
Schweiz;FR;1617;0;Remaufens;Remaufens
Schweiz;FR;1609;0;Saint-Martin (FR);St-Martin FR
Schweiz;FR;1609;2;Saint-Martin (FR);Besencens
Schweiz;FR;1609;3;Saint-Martin (FR);Fiaugères
Schweiz;FR;1609;3;Saint-Martin (FR);Fiaugères
Schweiz;FR;1623;0;Semsales;Semsales
Schweiz;FR;1624;3;Semsales;Progens
Schweiz;FR;1699;0;Le Flon;Porsel
Schweiz;FR;1699;0;Le Flon;Porsel
Schweiz;FR;1699;2;Le Flon;Pont (Veveyse)
Schweiz;FR;1699;3;Le Flon;Bouloz
Schweiz;FR;1611;0;La Verrerie;Le Crêt-près-Semsales
Schweiz;FR;1624;0;La Verrerie;La Verrerie
Schweiz;FR;1624;2;La Verrerie;Grattavache
Schweiz;FR;1624;3;La Verrerie;Progens
Schweiz;SO;4622;0;Egerkingen;Egerkingen
Schweiz;SO;4624;0;Härkingen;Härkingen
Schweiz;SO;4703;0;Kestenholz;Kestenholz
Schweiz;SO;4623;0;Neuendorf;Neuendorf
Schweiz;SO;4626;0;Niederbuchsiten;Niederbuchsiten
Schweiz;SO;4625;0;Oberbuchsiten;Oberbuchsiten
Schweiz;SO;4702;0;Oensingen;Oensingen
Schweiz;SO;4628;0;Wolfwil;Wolfwil
Schweiz;SO;4714;0;Aedermannsdorf;Aedermannsdorf
Schweiz;SO;4710;0;Balsthal;Balsthal
Schweiz;SO;4716;1;Gänsbrunnen;Gänsbrunnen
Schweiz;SO;4715;0;Herbetswil;Herbetswil
Schweiz;SO;4718;0;Holderbank (SO);Holderbank SO
Schweiz;SO;4712;0;Laupersdorf;Laupersdorf
Schweiz;SO;4713;0;Matzendorf;Matzendorf
Schweiz;SO;4717;0;Mümliswil-Ramiswil;Mümliswil
Schweiz;SO;4719;0;Mümliswil-Ramiswil;Ramiswil
Schweiz;SO;4716;0;Welschenrohr;Welschenrohr
Schweiz;SO;4585;0;Biezwil;Biezwil
Schweiz;SO;4571;1;Lüterkofen-Ichertswil;Lüterkofen
Schweiz;SO;4571;2;Lüterkofen-Ichertswil;Ichertswil
Schweiz;SO;4584;2;Lüterswil-Gächliwil;Lüterswil
Schweiz;SO;4584;3;Lüterswil-Gächliwil;Gächliwil
Schweiz;SO;3254;0;Messen;Messen
Schweiz;SO;3254;2;Messen;Balm b. Messen
Schweiz;SO;3307;0;Messen;Brunnenthal
Schweiz;SO;4588;2;Messen;Oberramsern
Schweiz;SO;3253;0;Schnottwil;Schnottwil
Schweiz;SO;4588;0;Unterramsern;Unterramsern
Schweiz;SO;4574;0;Lüsslingen-Nennigkofen;Nennigkofen
Schweiz;SO;4574;1;Lüsslingen-Nennigkofen;Lüsslingen
Schweiz;SO;4576;0;Buchegg;Tscheppach
Schweiz;SO;4577;0;Buchegg;Hessigkofen
Schweiz;SO;4578;0;Buchegg;Bibern SO
Schweiz;SO;4579;0;Buchegg;Gossliwil
Schweiz;SO;4581;0;Buchegg;Küttigkofen
Schweiz;SO;4582;0;Buchegg;Brügglen
Schweiz;SO;4583;0;Buchegg;Mühledorf SO
Schweiz;SO;4583;2;Buchegg;Aetigkofen
Schweiz;SO;4586;0;Buchegg;Kyburg-Buchegg
Schweiz;SO;4587;0;Buchegg;Aetingen
Schweiz;SO;4588;1;Buchegg;Brittern
Schweiz;SO;4112;1;Bättwil;Bättwil
Schweiz;SO;4413;0;Büren (SO);Büren SO
Schweiz;SO;4143;0;Dornach;Dornach
Schweiz;SO;4145;0;Gempen;Gempen
Schweiz;SO;4146;0;Hochwald;Hochwald
Schweiz;SO;4112;2;Hofstetten-Flüh;Flüh
Schweiz;SO;4114;0;Hofstetten-Flüh;Hofstetten SO
Schweiz;SO;4115;0;Metzerlen-Mariastein;Mariastein
Schweiz;SO;4116;0;Metzerlen-Mariastein;Metzerlen
Schweiz;SO;4412;0;Nuglar-St. Pantaleon;Nuglar
Schweiz;SO;4421;0;Nuglar-St. Pantaleon;St. Pantaleon
Schweiz;SO;4118;0;Rodersdorf;Rodersdorf
Schweiz;SO;4206;0;Seewen;Seewen SO
Schweiz;SO;4108;0;Witterswil;Witterswil
Schweiz;SO;4633;0;Hauenstein-Ifenthal;Hauenstein
Schweiz;SO;4468;0;Kienberg;Kienberg
Schweiz;SO;4654;0;Lostorf;Lostorf
Schweiz;SO;5013;0;Niedergösgen;Niedergösgen
Schweiz;SO;4653;0;Obergösgen;Obergösgen
Schweiz;SO;4655;2;Rohr (SO);Rohr b. Olten
Schweiz;SO;4655;0;Stüsslingen;Stüsslingen
Schweiz;SO;4632;0;Trimbach;Trimbach
Schweiz;SO;4652;0;Winznau;Winznau
Schweiz;SO;4634;0;Wisen (SO);Wisen SO
Schweiz;SO;5015;0;Erlinsbach (SO);Erlinsbach SO
Schweiz;SO;4556;0;Aeschi (SO);Aeschi SO
Schweiz;SO;4556;3;Aeschi (SO);Burgäschi
Schweiz;SO;4556;4;Aeschi (SO);Steinhof SO
Schweiz;SO;4562;0;Biberist;Biberist
Schweiz;SO;4556;2;Bolken;Bolken
Schweiz;SO;4543;0;Deitingen;Deitingen
Schweiz;SO;4552;0;Derendingen;Derendingen
Schweiz;SO;4554;0;Etziken;Etziken
Schweiz;SO;4563;0;Gerlafingen;Gerlafingen
Schweiz;SO;4566;2;Halten;Halten
Schweiz;SO;4557;0;Horriwil;Horriwil
Schweiz;SO;4554;2;Hüniken;Hüniken
Schweiz;SO;4566;0;Kriegstetten;Kriegstetten
Schweiz;SO;4573;0;Lohn-Ammannsegg;Lohn-Ammannsegg
Schweiz;SO;4542;0;Luterbach;Luterbach
Schweiz;SO;4564;0;Obergerlafingen;Obergerlafingen
Schweiz;SO;4566;3;Oekingen;Oekingen
Schweiz;SO;4565;0;Recherswil;Recherswil
Schweiz;SO;4553;0;Subingen;Subingen
Schweiz;SO;4528;0;Zuchwil;Zuchwil
Schweiz;SO;4558;0;Drei Höfe;Hersiwil
Schweiz;SO;4558;2;Drei Höfe;Heinrichswil
Schweiz;SO;4558;3;Drei Höfe;Winistorf
Schweiz;SO;4524;2;Balm bei Günsberg;Balmberg
Schweiz;SO;4524;3;Balm bei Günsberg;Oberbalmberg
Schweiz;SO;4525;0;Balm bei Günsberg;Balm b. Günsberg
Schweiz;SO;4512;0;Bellach;Bellach
Schweiz;SO;2544;0;Bettlach;Bettlach
Schweiz;SO;4532;0;Feldbrunnen-St. Niklaus;Feldbrunnen
Schweiz;SO;4534;0;Flumenthal;Flumenthal
Schweiz;SO;2540;0;Grenchen;Grenchen
Schweiz;SO;4524;0;Günsberg;Günsberg
Schweiz;SO;4535;0;Hubersdorf;Hubersdorf
Schweiz;SO;4535;2;Kammersrohr;Kammersrohr
Schweiz;SO;4513;0;Langendorf;Langendorf
Schweiz;SO;4514;0;Lommiswil;Lommiswil
Schweiz;SO;4515;0;Oberdorf (SO);Oberdorf SO
Schweiz;SO;4515;1;Oberdorf (SO);Weissenstein b. Solothurn
Schweiz;SO;4523;0;Riedholz;Niederwil SO
Schweiz;SO;4533;0;Riedholz;Riedholz
Schweiz;SO;4522;0;Rüttenen;Rüttenen
Schweiz;SO;2545;0;Selzach;Selzach
Schweiz;SO;4618;0;Boningen;Boningen
Schweiz;SO;4658;0;Däniken;Däniken SO
Schweiz;SO;4657;0;Dulliken;Dulliken
Schweiz;SO;5012;3;Eppenberg-Wöschnau;Wöschnau
Schweiz;SO;5012;4;Eppenberg-Wöschnau;Eppenberg
Schweiz;SO;4629;0;Fulenbach;Fulenbach
Schweiz;SO;5014;0;Gretzenbach;Gretzenbach
Schweiz;SO;4617;0;Gunzgen;Gunzgen
Schweiz;SO;4614;0;Hägendorf;Hägendorf
Schweiz;SO;4615;0;Hägendorf;Allerheiligenberg
Schweiz;SO;4616;0;Kappel (SO);Kappel SO
Schweiz;SO;4600;0;Olten;Olten
Schweiz;SO;4613;0;Rickenbach (SO);Rickenbach SO
Schweiz;SO;5012;0;Schönenwerd;Schönenwerd
Schweiz;SO;4656;0;Starrkirch-Wil;Starrkirch-Wil
Schweiz;SO;5746;0;Walterswil (SO);Walterswil SO
Schweiz;SO;4612;0;Wangen bei Olten;Wangen b. Olten
Schweiz;SO;4500;0;Solothurn;Solothurn
Schweiz;SO;4252;0;Bärschwil;Bärschwil
Schweiz;SO;4229;0;Beinwil (SO);Beinwil SO
Schweiz;SO;4226;0;Breitenbach;Breitenbach
Schweiz;SO;4227;0;Büsserach;Büsserach
Schweiz;SO;4228;0;Erschwil;Erschwil
Schweiz;SO;4232;0;Fehren;Fehren
Schweiz;SO;4247;0;Grindel;Grindel
Schweiz;SO;4204;0;Himmelried;Himmelried
Schweiz;SO;4245;0;Kleinlützel;Kleinlützel
Schweiz;SO;4233;0;Meltingen;Meltingen
Schweiz;SO;4208;0;Nunningen;Nunningen
Schweiz;SO;4234;0;Zullwil;Zullwil
Schweiz;BS;4001;0;Basel;Basel
Schweiz;BS;4051;0;Basel;Basel
Schweiz;BS;4052;0;Basel;Basel
Schweiz;BS;4052;0;Basel;Basel
Schweiz;BS;4053;0;Basel;Basel
Schweiz;BS;4054;0;Basel;Basel
Schweiz;BS;4055;0;Basel;Basel
Schweiz;BS;4056;0;Basel;Basel
Schweiz;BS;4057;0;Basel;Basel
Schweiz;BS;4058;0;Basel;Basel
Schweiz;BS;4059;0;Basel;Basel
Schweiz;BS;4126;0;Bettingen;Bettingen
Schweiz;BS;4125;0;Riehen;Riehen
Schweiz;BL;4147;0;Aesch (BL);Aesch BL
Schweiz;BL;4123;0;Allschwil;Allschwil
Schweiz;BL;4144;0;Arlesheim;Arlesheim
Schweiz;BL;4105;0;Biel-Benken;Biel-Benken BL
Schweiz;BL;4101;0;Binningen;Bruderholz
Schweiz;BL;4102;0;Binningen;Binningen
Schweiz;BL;4127;0;Birsfelden;Birsfelden
Schweiz;BL;4103;0;Bottmingen;Bottmingen
Schweiz;BL;4107;0;Ettingen;Ettingen
Schweiz;BL;4142;0;Münchenstein;Münchenstein
Schweiz;BL;4132;0;Muttenz;Muttenz
Schweiz;BL;4104;0;Oberwil (BL);Oberwil BL
Schweiz;BL;4148;0;Pfeffingen;Pfeffingen
Schweiz;BL;4153;0;Reinach (BL);Reinach BL
Schweiz;BL;4124;0;Schönenbuch;Schönenbuch
Schweiz;BL;4106;0;Therwil;Therwil
Schweiz;BL;4223;0;Blauen;Blauen
Schweiz;BL;4225;0;Brislach;Brislach
Schweiz;BL;4117;0;Burg im Leimental;Burg im Leimental
Schweiz;BL;4243;0;Dittingen;Dittingen
Schweiz;BL;4202;0;Duggingen;Duggingen
Schweiz;BL;4203;0;Grellingen;Grellingen
Schweiz;BL;4242;0;Laufen;Laufen
Schweiz;BL;4253;0;Liesberg;Liesberg
Schweiz;BL;4254;0;Liesberg;Liesberg Dorf
Schweiz;BL;4224;0;Nenzlingen;Nenzlingen
Schweiz;BL;2814;0;Roggenburg;Roggenburg
Schweiz;BL;4244;0;Röschenz;Röschenz
Schweiz;BL;4246;0;Wahlen;Wahlen b. Laufen
Schweiz;BL;4222;0;Zwingen;Zwingen
Schweiz;BL;4422;0;Arisdorf;Arisdorf
Schweiz;BL;4302;0;Augst;Augst BL
Schweiz;BL;4416;0;Bubendorf;Bubendorf
Schweiz;BL;4402;0;Frenkendorf;Frenkendorf
Schweiz;BL;4414;0;Füllinsdorf;Füllinsdorf
Schweiz;BL;4304;0;Giebenach;Giebenach
Schweiz;BL;4423;0;Hersberg;Hersberg
Schweiz;BL;4415;0;Lausen;Lausen
Schweiz;BL;4410;0;Liestal;Liestal
Schweiz;BL;4419;0;Lupsingen;Lupsingen
Schweiz;BL;4133;0;Pratteln;Pratteln
Schweiz;BL;4433;0;Ramlinsburg;Ramlinsburg
Schweiz;BL;4411;0;Seltisberg;Seltisberg
Schweiz;BL;4417;0;Ziefen;Ziefen
Schweiz;BL;4469;0;Anwil;Anwil
Schweiz;BL;4461;0;Böckten;Böckten
Schweiz;BL;4446;0;Buckten;Buckten
Schweiz;BL;4463;0;Buus;Buus
Schweiz;BL;4442;0;Diepflingen;Diepflingen
Schweiz;BL;4460;0;Gelterkinden;Gelterkinden
Schweiz;BL;4445;0;Häfelfingen;Häfelfingen
Schweiz;BL;4465;0;Hemmiken;Hemmiken
Schweiz;BL;4452;0;Itingen;Itingen
Schweiz;BL;4447;0;Känerkinden;Känerkinden
Schweiz;BL;4496;0;Kilchberg (BL);Kilchberg BL
Schweiz;BL;4448;0;Läufelfingen;Läufelfingen
Schweiz;BL;4464;0;Maisprach;Maisprach
Schweiz;BL;4453;0;Nusshof;Nusshof
Schweiz;BL;4494;0;Oltingen;Oltingen
Schweiz;BL;4466;0;Ormalingen;Ormalingen
Schweiz;BL;4462;0;Rickenbach (BL);Rickenbach BL
Schweiz;BL;4467;0;Rothenfluh;Rothenfluh
Schweiz;BL;4444;0;Rümlingen;Rümlingen
Schweiz;BL;4497;0;Rünenberg;Rünenberg
Schweiz;BL;4450;0;Sissach;Sissach
Schweiz;BL;4492;0;Tecknau;Tecknau
Schweiz;BL;4456;0;Tenniken;Tenniken
Schweiz;BL;4441;0;Thürnen;Thürnen
Schweiz;BL;4493;0;Wenslingen;Wenslingen
Schweiz;BL;4451;0;Wintersingen;Wintersingen
Schweiz;BL;4443;0;Wittinsburg;Wittinsburg
Schweiz;BL;4495;0;Zeglingen;Zeglingen
Schweiz;BL;4455;0;Zunzgen;Zunzgen
Schweiz;BL;4424;0;Arboldswil;Arboldswil
Schweiz;BL;4431;0;Bennwil;Bennwil
Schweiz;BL;4207;0;Bretzwil;Bretzwil
Schweiz;BL;4457;0;Diegten;Diegten
Schweiz;BL;4458;0;Eptingen;Eptingen
Schweiz;BL;4434;0;Hölstein;Hölstein
Schweiz;BL;4432;0;Lampenberg;Lampenberg
Schweiz;BL;4438;0;Langenbruck;Langenbruck
Schweiz;BL;4426;0;Lauwil;Lauwil
Schweiz;BL;4436;2;Liedertswil;Liedertswil
Schweiz;BL;4435;0;Niederdorf;Niederdorf
Schweiz;BL;4436;0;Oberdorf (BL);Oberdorf BL
Schweiz;BL;4418;0;Reigoldswil;Reigoldswil
Schweiz;BL;4425;0;Titterten;Titterten
Schweiz;BL;4437;0;Waldenburg;Waldenburg
Schweiz;SH;8214;0;Gächlingen;Gächlingen
Schweiz;SH;8224;0;Löhningen;Löhningen
Schweiz;SH;8213;0;Neunkirch;Neunkirch
Schweiz;SH;8236;0;Büttenhardt;Büttenhardt
Schweiz;SH;8239;0;Dörflingen;Dörflingen
Schweiz;SH;8235;0;Lohn (SH);Lohn SH
Schweiz;SH;8234;0;Stetten (SH);Stetten SH
Schweiz;SH;8236;2;Thayngen;Opfertshofen SH
Schweiz;SH;8240;0;Thayngen;Thayngen
Schweiz;SH;8241;0;Thayngen;Barzheim
Schweiz;SH;8242;0;Thayngen;Bibern SH
Schweiz;SH;8242;1;Thayngen;Hofen SH
Schweiz;SH;8243;0;Thayngen;Altdorf SH
Schweiz;SH;8233;0;Bargen (SH);Bargen SH
Schweiz;SH;8222;0;Beringen;Beringen
Schweiz;SH;8223;0;Beringen;Guntmadingen
Schweiz;SH;8454;0;Buchberg;Buchberg
Schweiz;SH;8232;0;Merishausen;Merishausen
Schweiz;SH;8212;0;Neuhausen am Rheinfall;Neuhausen am Rheinfall
Schweiz;SH;8455;0;Rüdlingen;Rüdlingen
Schweiz;SH;8200;0;Schaffhausen;Schaffhausen
Schweiz;SH;8203;0;Schaffhausen;Schaffhausen
Schweiz;SH;8207;0;Schaffhausen;Schaffhausen
Schweiz;SH;8208;0;Schaffhausen;Schaffhausen
Schweiz;SH;8231;0;Schaffhausen;Hemmental
Schweiz;SH;8228;0;Beggingen;Beggingen
Schweiz;SH;8226;0;Schleitheim;Schleitheim
Schweiz;SH;8225;0;Siblingen;Siblingen
Schweiz;SH;8263;0;Buch (SH);Buch SH
Schweiz;SH;8261;0;Hemishofen;Hemishofen
Schweiz;SH;8262;0;Ramsen;Ramsen
Schweiz;SH;8260;0;Stein am Rhein;Stein am Rhein
Schweiz;SH;8215;0;Hallau;Hallau
Schweiz;SH;8216;0;Oberhallau;Oberhallau
Schweiz;SH;8219;0;Trasadingen;Trasadingen
Schweiz;SH;8217;0;Wilchingen;Wilchingen
Schweiz;SH;8218;0;Wilchingen;Osterfingen
Schweiz;AR;9100;0;Herisau;Herisau
Schweiz;AR;9112;0;Herisau;Schachen b. Herisau
Schweiz;AR;9064;0;Hundwil;Hundwil
Schweiz;AR;9105;0;Schönengrund;Schönengrund
Schweiz;AR;9103;0;Schwellbrunn;Schwellbrunn
Schweiz;AR;9063;0;Stein (AR);Stein AR
Schweiz;AR;9107;0;Urnäsch;Urnäsch
Schweiz;AR;9104;0;Waldstatt;Waldstatt
Schweiz;AR;9055;0;Bühler;Bühler
Schweiz;AR;9056;0;Gais;Gais
Schweiz;AR;9037;0;Speicher;Speicherschwendi
Schweiz;AR;9042;0;Speicher;Speicher
Schweiz;AR;9052;0;Teufen (AR);Niederteufen
Schweiz;AR;9053;0;Teufen (AR);Teufen AR
Schweiz;AR;9062;0;Teufen (AR);Lustmühle
Schweiz;AR;9043;0;Trogen;Trogen
Schweiz;AR;9035;0;Grub (AR);Grub AR
Schweiz;AR;9410;0;Heiden;Heiden
Schweiz;AR;9405;0;Lutzenberg;Wienacht-Tobel
Schweiz;AR;9426;0;Lutzenberg;Lutzenberg
Schweiz;AR;9038;0;Rehetobel;Rehetobel
Schweiz;AR;9411;0;Reute (AR);Reute AR
Schweiz;AR;9411;1;Reute (AR);Schachen b. Reute
Schweiz;AR;9044;0;Wald (AR);Wald AR
Schweiz;AR;9428;0;Walzenhausen;Walzenhausen
Schweiz;AR;9427;0;Wolfhalden;Wolfhalden
Schweiz;AI;9050;0;Appenzell;Appenzell
Schweiz;AI;9050;5;Appenzell;Appenzell Meistersrüte
Schweiz;AI;9108;0;Gonten;Gonten
Schweiz;AI;9108;2;Gonten;Gontenbad
Schweiz;AI;9108;3;Gonten;Jakobsbad
Schweiz;AI;9050;2;Rüte;Appenzell Eggerstanden
Schweiz;AI;9050;6;Rüte;Appenzell Steinegg
Schweiz;AI;9057;0;Rüte;Weissbad
Schweiz;AI;9058;0;Rüte;Brülisau
Schweiz;AI;9050;3;Schlatt-Haslen;Appenzell Enggenhütten
Schweiz;AI;9050;7;Schlatt-Haslen;Appenzell Schlatt
Schweiz;AI;9054;0;Schlatt-Haslen;Haslen AI
Schweiz;AI;9057;2;Schwende;Schwende
Schweiz;AI;9057;3;Schwende;Wasserauen
Schweiz;AI;9413;0;Oberegg;Oberegg
Schweiz;AI;9413;0;Oberegg;Oberegg
Schweiz;AI;9442;2;Oberegg;Büriswilen
Schweiz;SG;9308;0;Häggenschwil;Lömmenschwil
Schweiz;SG;9312;0;Häggenschwil;Häggenschwil
Schweiz;SG;9313;0;Muolen;Muolen
Schweiz;SG;9000;0;St. Gallen;St. Gallen
Schweiz;SG;9008;0;St. Gallen;St. Gallen
Schweiz;SG;9010;0;St. Gallen;St. Gallen
Schweiz;SG;9011;0;St. Gallen;St. Gallen
Schweiz;SG;9012;0;St. Gallen;St. Gallen
Schweiz;SG;9014;0;St. Gallen;St. Gallen
Schweiz;SG;9015;0;St. Gallen;St. Gallen
Schweiz;SG;9016;0;St. Gallen;St. Gallen
Schweiz;SG;9300;0;Wittenbach;Wittenbach
Schweiz;SG;9305;0;Berg (SG);Berg SG
Schweiz;SG;9034;0;Eggersriet;Eggersriet
Schweiz;SG;9036;0;Eggersriet;Grub SG
Schweiz;SG;9403;0;Goldach;Goldach
Schweiz;SG;9402;0;Mörschwil;Mörschwil
Schweiz;SG;9400;0;Rorschach;Rorschach
Schweiz;SG;9404;0;Rorschacherberg;Rorschacherberg
Schweiz;SG;9323;0;Steinach;Steinach
Schweiz;SG;9327;0;Tübach;Tübach
Schweiz;SG;9033;0;Untereggen;Untereggen
Schweiz;SG;9434;0;Au (SG);Au SG
Schweiz;SG;9435;0;Au (SG);Heerbrugg
Schweiz;SG;9436;0;Balgach;Balgach
Schweiz;SG;9411;0;Berneck;Reute AR
Schweiz;SG;9442;0;Berneck;Berneck
Schweiz;SG;9444;0;Diepoldsau;Diepoldsau
Schweiz;SG;9424;0;Rheineck;Rheineck
Schweiz;SG;9430;0;St. Margrethen;St. Margrethen SG
Schweiz;SG;9422;0;Thal;Staad SG
Schweiz;SG;9423;0;Thal;Altenrhein
Schweiz;SG;9425;0;Thal;Thal
Schweiz;SG;9443;0;Widnau;Widnau
Schweiz;SG;9450;0;Altstätten;Altstätten SG
Schweiz;SG;9450;2;Altstätten;Lüchingen
Schweiz;SG;9452;0;Altstätten;Hinterforst
Schweiz;SG;9464;2;Altstätten;Lienz
Schweiz;SG;9453;0;Eichberg;Eichberg
Schweiz;SG;9437;0;Marbach (SG);Marbach SG
Schweiz;SG;9451;0;Oberriet (SG);Kriessern
Schweiz;SG;9462;0;Oberriet (SG);Montlingen
Schweiz;SG;9462;0;Oberriet (SG);Montlingen
Schweiz;SG;9463;0;Oberriet (SG);Oberriet SG
Schweiz;SG;9445;0;Rebstein;Rebstein
Schweiz;SG;9464;0;Rüthi (SG);Rüthi (Rheintal)
Schweiz;SG;9470;0;Buchs (SG);Buchs SG
Schweiz;SG;9473;0;Gams;Gams
Schweiz;SG;9470;5;Grabs;Werdenberg
Schweiz;SG;9472;0;Grabs;Grabs
Schweiz;SG;9472;2;Grabs;Grabserberg
Schweiz;SG;9465;0;Sennwald;Salez
Schweiz;SG;9466;0;Sennwald;Sennwald
Schweiz;SG;9467;0;Sennwald;Frümsen
Schweiz;SG;9468;0;Sennwald;Sax
Schweiz;SG;9469;0;Sennwald;Haag (Rheintal)
Schweiz;SG;9475;0;Sevelen;Sevelen
Schweiz;SG;9476;0;Wartau;Weite
Schweiz;SG;9476;2;Wartau;Fontnas
Schweiz;SG;9477;0;Wartau;Trübbach
Schweiz;SG;9478;0;Wartau;Azmoos
Schweiz;SG;9479;0;Wartau;Oberschan
Schweiz;SG;9479;1;Wartau;Malans SG
Schweiz;SG;9479;2;Wartau;Gretschins
Schweiz;SG;7310;0;Bad Ragaz;Bad Ragaz
Schweiz;SG;8890;0;Flums;Flums
Schweiz;SG;8893;0;Flums;Flums Hochwiese
Schweiz;SG;8894;0;Flums;Flumserberg Saxli
Schweiz;SG;8895;0;Flums;Flumserberg Portels
Schweiz;SG;8896;0;Flums;Flumserberg Bergheim
Schweiz;SG;8897;0;Flums;Flumserberg Tannenheim
Schweiz;SG;8898;0;Flums;Flumserberg Tannenbodenalp
Schweiz;SG;7325;0;Mels;Schwendi im Weisstannental
Schweiz;SG;7326;0;Mels;Weisstannen
Schweiz;SG;8886;0;Mels;Mädris-Vermol
Schweiz;SG;8887;0;Mels;Mels
Schweiz;SG;8888;0;Mels;Heiligkreuz (Mels)
Schweiz;SG;8889;0;Mels;Plons
Schweiz;SG;7310;0;Pfäfers;Bad Ragaz
Schweiz;SG;7312;0;Pfäfers;Pfäfers
Schweiz;SG;7313;0;Pfäfers;St. Margrethenberg
Schweiz;SG;7314;0;Pfäfers;Vadura
Schweiz;SG;7315;0;Pfäfers;Vättis
Schweiz;SG;7317;0;Pfäfers;Valens
Schweiz;SG;7317;3;Pfäfers;Vasön
Schweiz;SG;8877;0;Quarten;Murg
Schweiz;SG;8878;0;Quarten;Quinten
Schweiz;SG;8882;0;Quarten;Unterterzen
Schweiz;SG;8883;0;Quarten;Quarten
Schweiz;SG;8884;0;Quarten;Oberterzen
Schweiz;SG;8885;0;Quarten;Mols
Schweiz;SG;7320;0;Sargans;Sargans
Schweiz;SG;7323;0;Vilters-Wangs;Wangs
Schweiz;SG;7324;0;Vilters-Wangs;Vilters
Schweiz;SG;8880;0;Walenstadt;Walenstadt
Schweiz;SG;8881;1;Walenstadt;Walenstadtberg
Schweiz;SG;8881;6;Walenstadt;Tscherlach
Schweiz;SG;8892;0;Walenstadt;Berschis
Schweiz;SG;8873;0;Amden;Amden
Schweiz;SG;8717;0;Benken (SG);Benken SG
Schweiz;SG;8722;0;Kaltbrunn;Kaltbrunn
Schweiz;SG;8718;0;Schänis;Schänis
Schweiz;SG;8723;0;Schänis;Rufi
Schweiz;SG;8723;2;Schänis;Maseltrangen
Schweiz;SG;8866;0;Schänis;Ziegelbrücke
Schweiz;SG;8872;0;Weesen;Weesen
Schweiz;SG;8716;0;Schmerikon;Schmerikon
Schweiz;SG;8730;0;Uznach;Uznach
Schweiz;SG;8640;0;Rapperswil-Jona;Rapperswil SG
Schweiz;SG;8645;0;Rapperswil-Jona;Jona
Schweiz;SG;8646;0;Rapperswil-Jona;Wagen
Schweiz;SG;8715;0;Rapperswil-Jona;Bollingen
Schweiz;SG;8725;0;Gommiswald;Ernetschwil
Schweiz;SG;8725;2;Gommiswald;Gebertingen
Schweiz;SG;8726;0;Gommiswald;Ricken SG
Schweiz;SG;8737;0;Gommiswald;Gommiswald
Schweiz;SG;8738;0;Gommiswald;Uetliburg SG
Schweiz;SG;8739;0;Gommiswald;Rieden SG
Schweiz;SG;8638;0;Eschenbach (SG);Goldingen
Schweiz;SG;8727;0;Eschenbach (SG);Walde SG
Schweiz;SG;8732;0;Eschenbach (SG);Neuhaus SG
Schweiz;SG;8733;0;Eschenbach (SG);Eschenbach SG
Schweiz;SG;8734;0;Eschenbach (SG);Ermenswil
Schweiz;SG;8735;0;Eschenbach (SG);St. Gallenkappel
Schweiz;SG;8735;2;Eschenbach (SG);Rüeterswil
Schweiz;SG;9642;0;Ebnat-Kappel;Ebnat-Kappel
Schweiz;SG;9656;0;Wildhaus-Alt St. Johann;Alt St. Johann
Schweiz;SG;9657;0;Wildhaus-Alt St. Johann;Unterwasser
Schweiz;SG;9658;0;Wildhaus-Alt St. Johann;Wildhaus
Schweiz;SG;9643;0;Nesslau;Krummenau
Schweiz;SG;9650;0;Nesslau;Nesslau
Schweiz;SG;9651;0;Nesslau;Ennetbühl
Schweiz;SG;9652;0;Nesslau;Neu St. Johann
Schweiz;SG;9655;0;Nesslau;Stein SG
Schweiz;SG;9633;0;Hemberg;Hemberg
Schweiz;SG;9633;2;Hemberg;Bächli (Hemberg)
Schweiz;SG;9620;0;Lichtensteig;Lichtensteig
Schweiz;SG;9126;0;Oberhelfenschwil;Necker
Schweiz;SG;9621;0;Oberhelfenschwil;Oberhelfenschwil
Schweiz;SG;9114;0;Neckertal;Hoffeld
Schweiz;SG;9115;0;Neckertal;Dicken
Schweiz;SG;9122;0;Neckertal;Mogelsberg
Schweiz;SG;9122;2;Neckertal;Ebersol
Schweiz;SG;9123;0;Neckertal;Nassen
Schweiz;SG;9125;0;Neckertal;Brunnadern
Schweiz;SG;9127;0;Neckertal;St. Peterzell
Schweiz;SG;9622;0;Wattwil;Krinau
Schweiz;SG;9630;0;Wattwil;Wattwil
Schweiz;SG;9631;0;Wattwil;Ulisbach
Schweiz;SG;9500;0;Kirchberg (SG);Wil SG
Schweiz;SG;9533;0;Kirchberg (SG);Kirchberg SG
Schweiz;SG;9533;1;Kirchberg (SG);Dietschwil
